niche,provider_slug,plan_id,run_id,source_url,fetched_at,http_status,extraction_method,selector_or_path,raw_value,raw_currency,raw_period,page_hash,archive_url,scraper_version,fx_rate,fx_date,normalized_usd_per_month,alt_usd_per_month,alt_method,renewal_usd_per_month,incl_vat,status,flags,reason
seo,keywords-everywhere,bronze,2026-07_r1,https://keywordseverywhere.com/ctl/subscriptions,2026-07-21T19:28:35.468Z,200,css_selector,text-proximity,"$84 | pire after one year. Bronze 7 $84 billed annually 100,000 credits/year Buy Bronze Plan User Seats: 1 All Keywords Everyw",USD,year,ef48ac58200a3742,,prijsmeter-1.0.0/v1-2026-07,1,2026-07-21,7,,,,unknown,observed_new,,mediaan van 3/3 runs
seo,sitebulb,lite,2026-07_r1,https://sitebulb.com/subscriptions/pricing/index/?annual=true,2026-07-21T19:28:39.343Z,200,css_selector,text-proximity,"£95 | ver, with plans starting from £95/month, and going up in excess of £20k/year for big teams that need to do LOTS of crawl",GBP,month,d5e27fdd9a2cb64f,,prijsmeter-1.0.0/v1-2026-07,1.3401,2026-07-21,127.31,,,,unknown,observed_new,,mediaan van 3/3 runs
seo,screaming-frog,paid,2026-07_r1,https://www.screamingfrog.co.uk/seo-spider/pricing/,2026-07-21T19:28:43.116Z,200,css_selector+render,text-proximity,€ 199 | Free Technical Support £ $ £ € 199 Per Year Purchase licence * The maximum number of URLs you can crawl is dependent on,EUR,year,2f1df0b0272061de,,prijsmeter-1.0.0/v1-2026-07,1.1418,2026-07-21,18.93,,,,unknown,observed_new,,mediaan van 3/3 runs
seo,keysearch,starter,2026-07_r1,https://www.keysearch.co/#pricing,2026-07-21T19:28:53.821Z,200,css_selector,text-proximity,"$24 | l 2 months free! Starter Plan $24 $24 Great for indie publishers, bloggers, and small businesses looking to start with S",USD,month,455db56ef1705689,,prijsmeter-1.0.0/v1-2026-07,1,2026-07-21,24,,,,unknown,observed_new,,mediaan van 3/3 runs
seo,mangools,basic,2026-07_r1,https://mangools.com/plans-and-pricing,2026-07-21T19:28:57.985Z,200,css_selector+render,text-proximity,€452.40 | 70 / mo Save €279.60 €732.00 €452.40 / yr Included in bundle + AI Search Watcher PRO Prompts monitored 500 Monitors Unl,EUR,month,f996de842eb952a1,,prijsmeter-1.0.0/v1-2026-07,1.1418,2026-07-21,516.55,,,,true,under_review,out_of_band,gevlagd: out_of_band
seo,ubersuggest,individual,2026-07_r1,https://app.neilpatel.com/en/pricing,2026-07-21T19:29:12.214Z,200,css_selector,text-proximity,$ 29 | orce 2021. Ubersuggest logo US$ 29 - US$ 99 Semrush logo US$ 139 - US$ 499 Ahrefs logo US$ 129 - US$ 449 Moz logo US$ 49,USD,month,790756742c911bae,,prijsmeter-1.0.0/v1-2026-07,1,2026-07-21,29,,,,unknown,observed_new,,mediaan van 3/3 runs
seo,frase,starter,2026-07_r1,https://www.frase.io/pricing/,2026-07-21T19:29:17.382Z,200,css_selector,text-proximity,"$39 | ancers, and single-site teams $39 /mo billed yearly · $49/mo month to month Start free trial Free 7-day trial. No credit",USD,month,073cd1e9aed7b2f0,,prijsmeter-1.0.0/v1-2026-07,1,2026-07-21,39,,,,unknown,observed_new,,mediaan van 3/3 runs
seo,se-ranking,core,2026-07_r1,https://seranking.com/subscription.html,2026-07-21T19:29:21.426Z,200,css_selector,text-proximity,€ 87.20 | eams with repeatable delivery € 87.20 € 109.00 /mo Start free 14-day trial No credit card required 10 projects & 1 manag,EUR,month,420fe74b05604ece,,prijsmeter-1.0.0/v1-2026-07,1.1418,2026-07-21,99.56,,,,unknown,observed_new,,mediaan van 3/3 runs
seo,serpstat,individual,2026-07_r1,https://serpstat.com/page/pricing-plans/,2026-07-21T19:29:25.304Z,200,css_selector,text-proximity,$50 | th annual discount Individual $50 /mo SAVE $228 ANNUALLY Start free trial now or buy now For freelancers and beginners:,USD,month,6319d2757f8d7f79,,prijsmeter-1.0.0/v1-2026-07,1,2026-07-21,50,,,,unknown,observed_new,,mediaan van 3/3 runs
seo,surfer,discovery,2026-07_r1,https://surferseo.com/pricing/,2026-07-21T19:29:29.224Z,200,css_selector,text-proximity,€120 | per month Billed yearly Save €120 Draft and optimize content to establish a baseline presence in Google and AI search r,EUR,month,f5e2de5630272760,,prijsmeter-1.0.0/v1-2026-07,1.1418,2026-07-21,137.02,,,,unknown,observed_new,,mediaan van 3/3 runs
